src_origin_id,dst_origin_id,edge_type,src_id,dst_id
21286553,82264007,0,41,573
64001903,22932633,1,990,264
53512485,66375738,3,195,417
17846389,5757040,3,624,112
69876991,99545088,4,95,714
71630594,19239044,2,509,307
59398989,59127308,4,210,842
81220046,41986844,2,598,604
66225982,92404905,2,512,317
19806510,85994086,4,633,517
18354681,52615429,3,245,932
53946953,54546202,2,257,242
2597921,68371650,4,599,685
96910645,4799287,5,64,701
31614718,38090555,0,83,711
4602289,29217537,4,901,629
66375738,17756105,1,417,549
40994730,19857504,2,238,795
87818954,9306830,1,182,840
94955068,83058659,3,315,970
97501873,95993943,0,487,275
67161012,13280193,4,466,934
87316948,24361801,5,799,576
97649348,31563137,4,381,92
31107299,92859872,0,161,500
75615402,54050593,3,922,785
22200190,70351135,0,688,273
35163891,55216947,1,228,507
81997559,2860339,5,60,536
95602070,90308649,5,732,775
49301263,2597921,1,705,599
20970263,86574459,5,605,671
17066180,57778631,4,958,584
51275295,85890964,0,7,846
56028780,26410144,1,440,557
31927553,91416324,0,831,636
32021698,1493082,0,53,526
82405802,92854742,2,529,409
2597921,51204141,4,599,443
6027726,88883775,1,66,430
75922273,66375738,3,859,417
63143987,99511541,4,778,180
50816616,53748800,1,19,336
75922273,98229925,3,859,835
43007766,44965957,4,30,20
58439875,63925690,2,739,96
56156561,10217250,1,806,642
62608358,16735717,4,138,21
50621752,3014186,4,569,881
64630291,53995284,0,673,823
28848480,12159158,0,157,861
88174070,77824893,1,348,936
34133608,17815908,3,51,902
97236644,50116333,1,519,558
10688887,28050034,1,405,912
43255863,73037477,3,813,99
59127308,27347512,0,842,119
6507810,58643904,4,364,543
48336758,69352474,0,780,730
26770477,47066510,3,434,950
21286553,20476876,4,41,899
1080179,64948572,0,248,979
63143987,32375913,2,778,276
73898869,90167587,3,57,506
34676709,64948572,3,637,979
44879118,55216947,5,103,507
86302522,91874139,5,926,67
36539894,27289045,3,921,856
9737784,55216947,2,721,507
49849502,1432736,5,672,690
32021698,63925690,1,53,96
38110561,54789181,5,107,644
95022878,22628688,5,779,550
52963031,23595873,0,254,105
98528968,18354681,1,942,245
3014186,87168447,1,881,660
86778612,92714880,0,521,702
75325325,62841579,4,574,680
20476876,83536512,1,899,89
61717895,68040469,5,371,597
87159816,37531013,5,810,451
9182092,15592702,5,577,992
57077468,9737784,2,2,721
26161325,39860131,2,259,109
67724969,47386154,1,491,888
15592702,57778631,1,992,584
13246952,52882369,1,909,827
31465612,40994730,3,87,238
1640312,80682169,5,284,334
42586264,21443069,2,871,964
13354626,52116385,3,380,93
91125316,86617822,2,156,147
84540447,21791167,3,330,55
91079273,30066233,4,851,35
18128906,38936540,3,396,24
87734045,40994730,0,84,238
78851505,48118511,1,36,379
40994730,77324792,1,238,832
87557124,12232739,5,761,200
39952574,59353827,2,461,189
66449397,48133428,1,65,895
21918408,69635574,4,666,232
28468485,37657252,2,877,710
35882057,42084934,0,365,669
93465263,60332295,0,904,587
89847523,80080118,3,313,833
57778631,83187549,0,584,619
1056137,56087048,3,740,172
1221889,62758017,1,308,717
93500310,43544662,3,222,32
84567480,76715316,4,378,412
9641376,24759546,2,542,753
54050593,27922005,1,785,869
58070265,82264007,3,661,573
17149429,64391713,3,442,677
13554242,27845730,2,538,651
13512113,75564647,4,546,207
63041014,80682169,1,100,334
33873626,91639359,2,56,518
34425047,89599410,4,767,925
56672235,50399560,1,751,566
27845730,39860131,2,651,109
68110688,71368970,4,504,333
1493082,65815684,0,526,770
84046419,56087048,2,208,172
6536442,6390382,3,477,760
47135165,38328547,2,45,935
83925117,92509364,4,153,736
1747013,13246952,4,981,909
26169315,48969921,5,285,907
64001903,86581253,2,990,738
75193068,86783398,0,224,163
39541689,81095177,3,437,524
71466857,81611930,4,683,622
20050145,80682169,3,681,334
66030507,54355321,1,482,219
34425047,7402411,3,767,480
73373071,66584565,5,982,266
51662173,45813345,2,408,26
39860131,9257833,5,109,403
35295072,66870564,1,610,864
3942695,47135165,0,967,45
62346687,12919605,3,16,700
69105675,48969921,3,544,907
47390415,64630291,1,425,673
76715316,37648977,1,412,626
81466591,48336758,0,670,780
46745340,62962113,2,11,696
29613711,51316993,3,61,169
37648977,59273979,3,626,383
19606074,58070265,0,894,661
15504381,9858867,1,804,611
8472906,54166930,3,298,602
2597921,64001903,2,599,990
51760273,54546202,1,540,242
89847523,33377493,5,313,748
38443689,33873626,5,891,56
89467981,84637025,5,931,716
67210903,19640224,3,306,6
11427516,83925117,1,410,153
38328547,87159816,4,935,810
26267607,74779110,4,873,631
1417140,60608235,3,698,211
3546631,10101842,2,314,555
2956541,94311648,4,191,151
52802905,71731420,0,94,937
82300536,59398989,2,978,210
8625969,88174070,2,296,348
95792408,71946045,5,718,793
19043488,43545057,2,496,647
52963031,35939396,5,254,261
40227781,30740191,1,852,993
48204078,62125849,5,459,465
58102809,64389828,3,295,436
16307500,11208878,5,777,515
82264007,93549453,1,573,961
87734045,34133608,0,84,51
1812075,58188540,0,101,127
58070265,7418176,3,661,363
92425425,14027026,4,375,656
59398989,94000525,2,210,432
40994730,29797724,2,238,5
44965957,45621649,1,20,342
54763935,88883775,2,456,430
28848480,58277748,3,157,783
44965957,54355321,4,20,219
32909167,27296981,2,421,250
73373071,25486926,5,982,490
89599410,38180115,1,925,808
20416579,51051578,5,25,815
97744098,37381526,5,865,745
46410003,11945861,0,214,918
67343803,68969143,1,390,750
19562145,34810299,2,179,272
4748874,72573459,0,812,527
17622432,6246548,0,860,789
59273979,98997058,0,383,773
84537315,98528968,2,665,942
2597921,6536442,4,599,477
2956541,32765650,3,191,359
60332295,7500792,5,587,563
86302522,73339170,3,926,734
81997559,12678940,0,60,811
41401829,17846389,2,86,624
56672235,54050593,1,751,785
93549453,19640224,2,961,6
11693022,56087048,4,790,172
27666839,23016206,3,339,28
45113260,78544601,5,766,635
88059419,61475240,5,809,290
85060967,92714880,0,186,702
41589049,33836415,2,324,951
13040605,8411048,3,938,703
44077357,51316993,4,476,169
73086148,55461999,0,946,37
21644651,62125849,3,140,465
50816616,63143987,5,19,778
42325412,75615402,4,914,922
62962113,84865869,1,696,655
58127645,51275295,2,545,7
24361801,50399560,2,576,566
83187549,19279464,0,619,349
87316948,82795154,1,799,963
64344056,10101842,2,762,555
4381854,40815137,1,377,280
23324213,29416097,2,220,630
63460922,36539894,1,304,921
56592728,30956538,4,59,453
34097265,55122964,4,486,664
5304165,6747321,0,649,122
44761260,59993046,0,175,376
39952574,54166930,5,461,602
83908372,54355321,2,594,219
52882369,93990387,3,827,177
71731420,79431198,0,937,350
16892018,58643904,4,407,543
25908590,4079725,1,684,170
80080118,89467981,5,833,931
87071227,20050145,2,530,681
27289045,57684912,3,856,743
72315629,97072146,0,502,478
95022878,8551998,2,779,608
24482925,40127781,3,450,754
41589049,31947258,5,324,129
66171129,14734747,0,420,144
42058530,19962470,1,113,652
51208766,81095177,3,135,524
21286553,42211851,3,41,747
17815908,47232993,2,902,989
53748800,65809106,3,336,488
86051806,97606046,3,749,686
66248800,97923278,3,54,29
13354626,73846005,4,380,331
34606272,70831517,0,654,50
53748800,14734747,0,336,144
86783398,54763935,5,163,456
12625429,8782842,0,404,878
46410003,98528968,5,214,942
35163891,19279464,2,228,349
97072146,42366310,3,478,460
67454106,65925778,3,181,628
65809106,27156677,2,488,678
38142409,72892971,3,9,424
67506819,33125537,0,640,362
29416402,70191512,1,111,178
24582405,90994627,5,659,22
69650761,87316948,4,467,799
95602070,73086148,1,732,946
54355321,44879118,4,219,103
78967688,60713142,3,33,886
84345058,95022878,0,418,779
12919605,28221259,3,700,247
6747321,82264007,2,122,573
57746169,11427516,3,446,410
55057068,28012519,0,97,463
6507810,42084934,2,364,669
48164460,68048755,1,75,945
95122615,69757168,3,79,541
45988161,91663343,1,765,528
21443069,5910013,1,964,919
91552819,87440413,5,268,916
69432213,38131415,5,398,154
80574015,54763935,0,462,456
76082238,80990934,4,366,962
1494307,9016466,3,917,77
62189958,62850962,3,784,104
64001903,53676706,0,990,192
69731173,32765650,4,218,359
37381526,56672235,1,745,751
39952574,26161325,2,461,259
24683403,27922005,5,588,869
92854742,73373071,0,409,982
34662216,22051873,5,80,263
13246952,37648977,4,909,626
6197407,56087048,2,340,172
30725077,43007766,3,729,30
1221889,41503628,0,308,47
30976923,16898220,2,505,874
64001903,50399560,1,990,566
70831517,42366310,3,50,460
11208878,86778612,4,515,521
72573459,91134533,0,527,893
74672784,58188540,2,374,127
17149429,5042218,2,442,15
48892883,5757040,5,332,112
97612477,91939403,4,344,943
88239465,52882369,3,709,827
58911091,4748874,4,447,812
84539094,76059965,4,173,435
45501852,63754985,2,174,130
48892883,61717895,2,332,371
72892971,55529719,5,424,977
11961243,20559778,0,231,303
8411048,4244089,0,703,441
40912680,59485950,2,679,309
58439875,12919605,1,739,700
50570245,62608358,3,889,138
38936540,48717201,4,24,17
87168447,20970263,4,660,605
68371650,24034807,4,685,18
45501852,84434481,4,174,335
14027026,19239044,3,656,307
38568536,71466857,4,972,683
58169612,12159158,2,114,861
1493082,21145201,3,526,69
64021986,30960721,1,458,707
65815684,88239465,2,770,709
96760353,29100483,4,593,137
66248800,1221889,0,54,308
92859872,79500855,0,500,401
87159816,29506729,5,810,239
48717201,94847903,0,17,265
86800565,87949499,5,948,225
17990544,69650761,5,965,467
62322050,59795975,3,48,620
82632781,29797724,4,737,5
37381526,83925117,2,745,153
28029753,98229925,3,724,835
71401291,42586264,2,757,871
45988161,53690602,5,765,337
45920150,38142409,4,850,9
21918408,56672235,2,666,751
97679279,56438970,2,369,968
33806005,69953521,3,858,971
65266651,84345058,1,452,418
26814424,51696548,3,252,531
5769848,80633893,5,133,160
10688887,21145201,4,405,69
57148383,51385896,4,537,615
32712728,90167587,5,788,506
21644651,34631840,0,140,475
80384524,58046574,2,991,312
53946953,23252474,2,257,539
92425425,37411328,4,375,646
24886023,38328547,0,106,935
22078466,58188540,0,183,127
38936540,9641376,0,24,542
75090190,40914475,1,34,62
40815137,44761260,4,280,175
9257833,43541248,0,403,976
55057068,93500310,2,97,222
56182941,19640224,3,870,6
47825457,96796701,3,414,575
89509432,1417140,5,613,698
69757168,2065461,4,541,994
77145180,34027965,1,821,258
38328547,60807875,2,935,356
78544601,67102256,5,635,843
30960721,51392191,5,707,857
54711058,4787840,3,987,402
6978537,29187162,3,221,329
89467981,85890964,0,931,846
67506819,31710990,0,640,554
81875266,10610811,1,146,641
69757168,91630511,0,541,585
17990544,81822157,1,965,300
22021699,59485950,1,758,309
55067966,3014186,0,606,881
76754771,42539508,0,240,503
97873083,58169612,2,274,114
42638666,17756105,5,431,549
44077357,19806510,0,476,633
87818954,44307694,1,182,429
83187549,27666839,2,619,339
47272144,19279464,2,908,349
1894771,19957369,2,78,260
86372359,38090555,3,234,711
78813012,78494866,1,682,411
12159158,73714112,5,861,297
29843127,57778631,2,422,584
23991326,95450556,1,570,722
23491543,17456206,1,973,905
36703141,74779110,5,27,631
83925117,62346687,2,153,16
78813012,8625969,5,682,296
94000525,9019677,0,432,351
90308649,28325828,5,775,872
75801221,97873083,0,305,274
96420263,24834126,2,492,473
68969143,67343803,1,750,390
1056137,47947742,1,740,632
34676709,30908764,5,637,653
47066510,60577255,2,950,270
76715316,37797219,2,412,676
89541732,34590042,4,834,618
60108096,54711058,1,551,987
36703141,93500310,5,27,222
97587593,53748800,1,243,336
89509432,50694882,1,613,353
30956538,73714112,3,453,297
51884317,54304067,4,253,171
55529719,59127308,5,977,842
62322050,69432213,1,48,398
47135165,40127781,2,45,754
41401829,30317100,1,86,792
53676706,64389828,5,192,436
78743639,1812075,0,516,101
26161325,43338530,3,259,691
39960588,75921482,2,617,841
75603458,29843127,3,794,422
38131415,49477303,0,154,316
72578540,30853872,1,76,212
20138670,60608235,4,159,211
29407041,81220046,1,444,598
62189958,37467364,3,784,589
56438970,49477303,1,968,316
56028780,24270402,4,440,817
33377493,96298469,5,748,311
30976923,19067526,4,505,416
51208766,36154512,4,135,184
57417706,47066510,1,830,950
58439875,51208766,3,739,135
68647667,42638666,2,568,431
71401291,75615402,3,757,922
97649348,31895993,4,381,592
8472906,32909167,2,298,421
1812075,3546631,4,101,314
53748800,3278448,1,336,91
66386260,56125709,0,798,319
30853872,9257833,1,212,403
29793503,64021986,0,345,458
65925778,70831517,1,628,50
40142907,83190332,3,124,385
80990934,84345058,0,962,418
60807875,73040681,3,356,12
62758017,87949499,3,717,225
50570245,37381526,3,889,745
47135165,66449397,5,45,65
54763935,45286842,5,456,508
34950883,71946045,3,781,793
66386260,6747321,3,798,122
5304165,59993046,3,649,376
72498770,63925690,2,910,96
23991326,36123916,5,570,38
97555931,66225982,2,828,512
35531782,54546202,0,581,242
92404905,57417706,1,317,830
38774244,78813012,1,393,682
29416402,71946045,0,111,793
68647667,39952574,1,568,461
21791167,49477303,4,55,316
36531904,83908372,2,201,594
71316169,78851505,4,216,36
91939403,69953521,2,943,971
64001903,85101507,2,990,693
14149767,29843127,3,166,422
10610811,42058530,3,641,113
8767156,91959211,2,493,136
74874846,59765788,3,797,638
59993046,52963031,3,376,254
89265742,51078726,2,229,523
96910645,43007766,2,64,30
56156561,65809106,2,806,488
53690602,86072549,2,337,293
52896996,96298469,2,719,311
81427210,8844880,3,885,196
73991260,1494307,5,880,917
42084934,30976923,5,669,505
77190293,35939396,4,367,261
85447090,66225982,1,423,512
51055010,7795028,5,616,560
38110561,44761260,0,107,175
37395715,58277748,4,744,783
84271563,87734045,0,13,84
58643904,25908590,0,543,684
80574708,55122964,3,769,664
47825457,94000525,1,414,432
56672235,56028780,0,751,440
53676706,63078133,5,192,217
45196831,6873635,4,185,911
4602289,95326023,4,901,720
14027026,5304165,4,656,649
10941358,97923278,4,522,29
71221480,73373071,3,933,982
47947742,97587593,4,632,243
7315229,44077357,0,489,476
27347512,3942695,5,119,967
82795154,4748874,0,963,812
47390415,21286553,5,425,41
82795154,48336758,5,963,780
86800565,99706731,0,948,800
83190332,41986844,0,385,604
64948572,83652896,1,979,382
92854742,28848480,1,409,157
24683403,86302522,3,588,926
87440413,56609314,1,916,867
88239465,17756105,5,709,549
50694882,97923278,1,353,29
94335105,91874139,3,249,67
68744841,81674690,1,565,484
99273044,86302522,2,310,926
45187366,6507810,5,699,364
92404905,8625969,0,317,296
81122802,54421993,0,31,90
4244089,80574708,4,441,769
6952038,21768109,1,913,596
97612477,5304165,5,344,649
28012519,50116333,5,463,558
38220302,56609314,2,582,867
67343803,86783398,4,390,163
78813012,21346320,4,682,448
68951543,73373071,0,230,982
62189958,30794667,1,784,547
71401291,29309810,0,757,662
38610854,78743639,4,513,516
26133197,10688887,1,139,405
87497021,54304067,1,454,171
45858834,40142907,2,939,124
27922005,78743639,0,869,516
18760165,27845730,4,814,651
23252474,62608358,5,539,138
17066180,73339170,0,958,734
26162058,43665888,5,406,282
12232739,72892971,4,200,424
11461442,45460392,5,805,472
10941358,94335105,3,522,249
83925117,89133485,1,153,357
69668083,27296981,4,559,250
81967771,71466857,3,915,683
16892018,35295072,0,407,610
88174070,70191512,1,348,178
66030507,35939396,0,482,261
21346320,10466008,2,448,774
28221259,86302522,1,247,926
84159267,41986844,5,627,604
9737784,53748800,4,721,336
63754985,60931922,1,130,246
62608358,73037477,2,138,99
68371650,30956538,3,685,453
35295072,55057068,5,610,97
6390382,51884317,2,760,253
76059965,8625969,5,435,296
39952574,73991260,2,461,880
52903951,57109651,3,567,209
35531782,40227781,5,581,852
79770084,45813345,0,763,26
73846005,72498770,2,331,910
86072549,4079725,1,293,170
95230522,67620281,4,413,578
49761953,72315629,5,847,502
83925117,59429927,2,153,514
90459524,28541972,5,706,845
6027726,91639359,4,66,518
99084238,61231992,2,752,535
7418176,71316169,0,363,216
24034807,54546202,2,18,242
87159816,59127308,3,810,842
53676706,27156677,2,192,678
75583606,1494307,4,323,917
83652896,20050145,0,382,681
76526004,86034800,2,866,954
69857816,2860339,0,14,536
92404905,15592702,4,317,992
8411048,86372359,4,703,234
67366741,33062810,5,786,906
95450556,26133197,2,722,139
59398989,58643904,1,210,543
77642160,38936540,4,155,24
11945861,31927553,3,918,831
53490317,38443689,4,244,891
65815684,30960721,0,770,707
64344056,95851667,1,762,825
27156677,63143987,0,678,778
13512113,59355448,4,546,787
28541972,4787840,3,845,402
74779110,7402411,0,631,480
89467981,75922273,4,931,859
99545088,86302522,5,714,926
12232739,34950883,1,200,781
44965957,77190293,3,20,367
19957369,94000525,3,260,432
11378608,7470088,4,0,176
51208766,55057068,5,135,97
11461442,85101507,1,805,693
79994984,1640312,5,141,284
13554242,98346944,5,538,198
34810299,10678760,1,272,449
5042218,58070265,3,15,661
91296187,58169612,0,204,114
6452241,11693022,2,868,790
50889916,17622432,3,23,860
76715316,13040605,3,412,938
59429927,29309810,4,514,662
18760165,80633893,2,814,160
61475240,46745340,5,290,11
47231887,69756051,2,131,708
30695739,54421993,4,397,90
5042218,67263539,2,15,639
30976923,12232739,1,505,200
34981989,79175595,5,368,42
97649348,14027026,5,381,656
95122615,35650377,5,79,499
71221480,36539894,2,933,921
21346320,27922005,2,448,869
41222718,78301604,1,796,712
86051806,70191512,4,749,178
69876991,54050593,3,95,785
77084664,54789181,4,327,644
16898220,38328547,4,874,935
41503628,47232993,0,47,989
11320456,76059965,5,158,435
30960721,62517510,0,707,126
14641288,71630594,0,657,509
83536512,34922000,3,89,427
91939403,70182153,4,943,110
19751250,3546631,4,837,314
15296192,33187018,1,326,960
47231887,35275946,0,131,820
22628688,32712728,3,550,788
53946953,85447090,1,257,423
91630511,98346944,3,585,198
81689787,45113260,4,944,766
34950883,44959846,4,781,438
84537315,91188887,3,665,824
98229925,21443069,4,835,964
32375913,23491543,4,276,973
49639537,34425047,4,63,767
84046419,97555931,3,208,828
36080058,83976656,1,928,923
73898869,95993943,2,57,275
80080118,21768109,2,833,596
78713684,88174070,1,772,348
82264007,99531538,5,573,983
61475240,19969199,1,290,49
98528968,73058205,0,942,10
49301263,97072146,4,705,478
41222718,64389828,4,796,436
76526004,27156677,4,866,678
30725077,46745340,3,729,11
44965957,73037477,2,20,99
87697604,2065461,1,600,994
61475240,38328547,4,290,935
27347512,69668083,0,119,559
81611930,86372359,1,622,234
49639537,42334581,1,63,269
35841647,48717201,0,255,17
58901282,95407693,5,564,674
56438970,21559570,4,968,251
21791167,23324213,4,55,220
53512485,82795154,1,195,963
48982980,1221889,0,187,308
69857816,37531013,2,14,451
29734570,8551998,5,152,608
7795028,55927175,5,560,322
69870828,81355371,0,887,70
9016466,98829172,2,77,241
41986844,71316169,5,604,216
86514354,26770477,0,370,434
19067526,57684912,2,416,743
68744841,21918408,2,565,666
77145180,79500855,1,821,401
47947742,5195219,2,632,844
37411328,95122615,2,646,79
62841579,19067526,2,680,416
29187162,97679279,1,329,369
52848736,29506729,2,372,239
3942695,95792408,5,967,718
10981968,73009579,4,771,742
36445006,64916221,1,553,291
26677744,80682169,2,802,334
76082238,52615429,2,366,932
17622432,75193068,1,860,224
81095177,16307500,0,524,777
44879118,12678940,5,103,811
57229434,96048451,2,803,388
61457445,40276156,3,428,986
5116290,97612477,1,188,344
91663343,94563178,2,528,764
86800565,25607298,3,948,580
9737784,3278448,3,721,91
97072146,38180115,4,478,808
26267607,69953521,0,873,971
3278448,42084934,0,91,669
3620507,37411328,2,400,646
68744841,19067526,5,565,416
11423269,31362236,4,826,534
72573459,89133485,2,527,357
21443069,80990934,2,964,962
23595873,82027331,0,105,277
84567480,20416579,5,378,25
57665258,96420263,4,8,492
34027965,7500792,5,258,563
37797219,69352474,4,676,730
99545088,12159158,2,714,861
82289014,66386260,1,956,798
74779110,94311648,4,631,151
82405802,73040681,2,529,12
19239044,4602289,5,307,901
48204078,53995284,0,459,823
64021986,41503628,4,458,47
19279464,16735717,0,349,21
20866937,79273765,1,648,876
72315629,79273765,3,502,876
90994627,96420263,1,22,492
47894977,40912680,5,728,679
88059419,48164460,2,809,75
88239465,19562145,5,709,179
31710990,60943799,4,554,215
54187483,2065461,0,116,994
51204141,71924083,5,443,782
77824893,51760273,2,936,540
64630291,57684912,1,673,743
49301263,30514367,4,705,953
21559570,16883976,4,251,168
24489195,6027726,3,969,66
29613711,56511328,3,61,426
6883989,46609482,3,142,358
58424586,73339170,0,233,734
10844304,24834126,1,704,473
30317100,58424586,2,792,233
33187018,19043488,1,960,496
96760353,98829172,4,593,241
66375738,99511541,2,417,180
3546631,11378608,1,314,0
9858867,75921482,0,611,841
62850962,30976923,2,104,505
34097265,82632781,2,486,737
1494307,34590042,2,917,618
79790375,41693876,2,658,583
71731420,38110561,3,937,107
36154512,38774244,1,184,393
73037477,58102809,2,99,295
75564647,31465612,1,207,87
1221889,42211851,2,308,747
54166930,24270402,3,602,817
73086148,52896996,3,946,719
24034807,44307694,2,18,429
30725077,23016206,3,729,28
38866575,32765650,4,279,359
86008559,59051511,5,281,715
82759299,9737784,2,167,721
88059419,47066510,3,809,950
7470088,45196831,3,176,185
12967182,59810690,1,884,818
35650377,21286553,2,499,41
82632781,59993046,5,737,376
59051511,10241427,5,715,603
37657252,56438970,2,710,968
66375738,12431235,2,417,439
4602289,91978611,2,901,997
24034807,24759546,2,18,753
53676706,37657252,3,192,710
7795028,71585330,1,560,695
96988713,6004492,5,392,394
99273044,55122964,3,310,664
66584565,47390415,5,266,425
5910013,44959846,0,919,438
60608235,5116290,1,211,188
45242901,82027331,4,46,277
83536512,7418176,5,89,363
70158341,87619841,1,713,985
31465612,97587593,4,87,243
22628688,80384524,3,550,991
52615429,4787840,4,932,402
98528770,26076984,0,855,193
16731931,74672784,5,980,374
48548847,19640224,1,816,6
28541972,85060967,0,845,186
58439875,23324213,1,739,220
56182941,34922000,1,870,427
83976656,83925117,1,923,153
52903951,6978537,1,567,221
41986844,78784480,0,604,165
19806510,89541732,5,633,834
76715316,73058205,0,412,10
52848736,16735717,0,372,21
33125537,26677744,4,362,802
70191512,53995284,4,178,823
29613711,86072549,3,61,293
52882369,97236644,0,827,519
84794180,73991260,3,190,880
66030507,98528968,1,482,942
87071227,59795975,4,530,620
95122615,30317100,5,79,792
86617822,24683403,0,147,588
63460922,75615402,5,304,922
27845730,96988713,1,651,392
34810299,59398989,2,272,210
30976923,68040469,3,505,597
20970263,67102256,5,605,843
99268018,14734747,1,625,144
35295072,26144584,1,610,145
31614718,10844304,1,83,704
26076984,36154512,1,193,184
86008559,98346944,4,281,198
7064420,80598975,3,725,150
69432213,73040681,0,398,12
30066233,1417140,4,35,698
56125709,41222718,4,319,796
62929524,31465612,5,995,87
26920200,76526004,4,415,866
43544662,95122615,3,32,79
6747321,81997559,1,122,60
11693022,31988711,4,790,299
24270402,47825457,4,817,414
51004747,32021698,4,391,53
19067526,58901282,1,416,564
6883989,22021699,0,142,758
83976656,20476876,2,923,899
27845730,57665258,1,651,8
8782842,12497395,2,878,898
49761953,11611677,1,847,924
51442728,32761047,0,862,556
34810299,17756105,2,272,549
58070265,16883976,2,661,168
45187366,91134533,3,699,893
75922273,19279464,1,859,349
3546631,95407693,1,314,674
31927553,37395715,3,831,744
27156677,34133608,4,678,51
47889418,92509364,5,572,736
52848736,8411048,1,372,703
49639537,16731931,4,63,980
53748800,89043608,1,336,197
59765788,71368970,3,638,333
61141173,40914475,1,853,62
5910013,19279464,4,919,349
54187483,27296981,3,116,250
58070265,77642160,0,661,155
87619841,76754771,1,985,240
76188299,25908590,4,663,684
31947258,47232993,1,129,989
42586264,89043608,4,871,197
47066510,68048755,0,950,945
35162976,11427516,1,341,410
13246952,8546042,5,909,590
31478260,95122615,2,235,79
27347512,91296187,0,119,204
13512113,91614334,5,546,43
96298469,63002030,1,311,974
73086148,24270402,5,946,817
87497021,19962470,3,454,652
8081406,33873626,0,959,56
91188887,27688001,3,824,162
49761953,16735717,4,847,21
51662173,78813012,4,408,682
30976923,19606074,4,505,894
42539508,17846389,0,503,624
26144584,92854742,4,145,409
87557124,43035822,4,761,838
85447090,9257833,3,423,403
57684912,31729033,1,743,455
61009773,57444636,1,892,776
91639359,86514354,2,518,370
96298469,76526004,1,311,866
59273979,58188540,2,383,127
84865869,29793503,1,655,345
79431198,69756051,5,350,708
33806005,96796701,3,858,575
36531904,35167181,4,201,226
51884317,60608235,1,253,211
36080058,24489195,2,928,969
86302522,68744841,5,926,565
20050145,29100483,0,681,137
19857504,72315629,4,795,502
87316948,31895993,1,799,592
61231992,73339170,0,535,734
86072549,19043488,0,293,496
72065260,31862301,2,497,984
28325828,9257833,2,872,403
75090190,50621752,1,34,569
21918408,59051511,3,666,715
13554242,11320456,1,538,158
36352323,84046419,4,117,208
54609485,95326023,0,863,720
1853245,24582405,2,373,659
81122802,96420263,2,31,492
30725077,90787376,2,729,283
98997058,57417706,0,773,830
21768109,64948572,0,596,979
82300536,45813345,5,978,26
76059965,31217803,5,435,468
51392191,77525297,4,857,73
98528968,87697604,5,942,600
76082238,53214565,3,366,697
30960721,96785900,0,707,289
6027726,46638647,1,66,325
55057068,57077468,0,97,2
91614334,38180115,0,43,808
75193068,82027331,0,224,277
16892018,89467981,4,407,931
68647667,52116385,5,568,93
75801221,22611502,2,305,511
10241427,90349889,0,603,667
86034800,99084238,3,954,752
85060967,17149429,3,186,442
87440413,51884317,3,916,253
58439875,18048586,1,739,807
24834126,47232993,4,473,989
29416402,90167587,0,111,506
44879118,13040605,5,103,938
41693876,31710990,4,583,554
45988161,89599410,4,765,925
78544601,75090190,1,635,34
67097963,32712728,1,194,788
42325412,62608358,3,914,138
31729033,39339455,3,455,98
76715316,62764098,1,412,650
75921482,78301604,4,841,712
81095177,64948572,5,524,979
95993943,1221889,5,275,308
25982190,9016466,3,854,77
36597926,83807278,2,44,125
90308649,56672235,3,775,751
71630594,35882057,3,509,365
92509364,1494307,4,736,917
1221889,77057410,3,308,4
45501852,67161012,0,174,466
59355448,31260894,2,787,591
53995284,54421993,0,823,90
89847523,30794667,4,313,547
87497021,7015572,4,454,71
71924083,48892883,4,782,332
25486926,54187483,3,490,116
91939403,89599410,4,943,925
58188540,21448951,2,127,301
26133197,75193068,0,139,224
79253341,21644651,3,890,140
39860131,61182768,0,109,759
19606074,97072146,0,894,478
96298469,1853245,0,311,373
34922000,81095177,0,427,524
97744098,2860339,0,865,536
76059965,81220046,5,435,598
53323929,91125316,3,1,156
20455091,4799287,1,206,701
44554709,86008559,2,562,281
30740191,45920150,0,993,850
54421993,47386154,1,90,888
19640224,11208878,1,6,515
44077357,17456206,0,476,905
43665888,59765788,1,282,638
91663343,83652896,5,528,382
83507195,31614718,1,485,83
66584565,51760273,1,266,540
34631840,97555931,5,475,828
52963031,86574459,2,254,671
21443069,61009773,4,964,892
9447600,5910013,0,510,919
31919124,62064567,3,302,3
27289045,68371650,0,856,685
18760165,63925690,2,814,96
51204141,96298469,0,443,311
31729033,86302522,3,455,926
19957369,7039994,3,260,294
8081406,52903951,1,959,567
89541732,85447090,3,834,423
64948572,63517179,1,979,134
97555931,45920150,2,828,850
27289045,42334581,5,856,269
57229434,26814424,2,803,252
58424586,93465263,2,233,904
79431198,70831517,2,350,50
47386154,42638666,2,888,431
15296192,67454106,1,326,181
62929524,77084664,5,995,327
91874139,86783398,0,67,163
63078133,62608358,3,217,138
83187549,62962113,1,619,696
7315229,31465612,0,489,87
43338530,9306830,1,691,840
31614718,31563137,4,83,92
2597921,67366741,5,599,786
5042218,31895993,3,15,592
36352323,13512113,2,117,546
10944508,17622432,1,687,860
10844304,96796701,1,704,575
46410003,11720004,1,214,387
21644651,73339170,3,140,734
16307500,6507810,0,777,364
96910645,47467686,2,64,614
24278367,81095177,5,256,524
39952574,64021986,1,461,458
12967182,31872848,5,884,52
45813345,53214565,4,26,697
35167181,21768109,1,226,596
36531904,97587593,2,201,243
